member count,person count,name,Division,State/Territory,Date of election,Type of election,Date ceased to be a Member,reason,Most recent party
298,,Barry Owen Jones,Lalor,Vic.,10.12.1977,,31.8.1998,retired,ALP
299,,Charles Keith Jones,Newcastle,NSW,22.11.1958,,4.2.1983,retired,ALP
300,,David Francis Jull,Bowman,Qld,13.12.1975,,5.3.1983,defeated,LIB
301,,David Francis Jull,Fadden,Qld,1.12.1984,,17.10.2007,retired,LIB
302,,Robert Carl Katter,Kennedy,Qld,13.3.1993,,27.9.2011,changed_party,IND
303,,Robert Cummin Katter,Kennedy,Qld,26.11.1966,,19.2.1990,retired,NPA
304,,Paul John Keating,Blaxland,NSW,25.10.1969,,23.4.1996,resigned,ALP
305,,Michael Fayat Keenan,Stirling,WA,9.10.2004,,18.05.2019,retired,LIB
306,,De-Anne Margaret Kelly,Dawson,Qld,2.3.1996,,24.11.2007,defeated,NP
307,,Jacqueline Marie Kelly,Lindsay,NSW,19.10.1996,by_election,17.10.2007,retired,LIB
308,,Jacqueline Marie Kelly,Lindsay,NSW,2.3.1996,,11.9.1996,declared_void,LIB
309,,Michael Joseph Kelly,Eden-Monaro,NSW,24.11.2007,,7.9.2013,defeated,ALP
310,,Roslyn Joan Kelly,Canberra,ACT,18.10.1980,,30.1.1995,resigned,ALP
311,,David Alistair Kemp,Goldstein,Vic.,24.3.1990,,31.8.2004,retired,LIB
312,,Leonard Joseph Keogh,Bowman,Qld,5.3.1983,,5.6.1987,retired,ALP
313,,Lewis Kent,Hotham,Vic.,18.10.1980,,24.3.1990,defeated,ALP
314,,John Charles Kerin,Werriwa,NSW,23.9.1978,by_election,22.12.1993,resigned,ALP
315,,Cheryl Kernot,Dickson,Qld,3.10.1998,,10.11.2001,defeated,ALP
316,,Duncan James Colquhoun Kerr,Denison,Tas.,11.7.1987,,21.8.2010,retired,ALP
317,,Denis James (later Sir James) Killen,Moreton,Qld,10.12.1955,,15.8.1983,resigned,LIB
318,,Catherine Fiona King,Ballarat,Vic.,10.11.2001,,,still_in_office,ALP
319,,Peter Edward King,Wentworth,NSW,10.11.2001,,9.10.2004,defeated,IND
320,,Richard Emanuel Klugman,Prospect,NSW,25.10.1969,,19.2.1990,retired,ALP
321,,Peter John Knott,Gilmore,NSW,13.3.1993,,2.3.1996,defeated,ALP
322,,Antony Hamilton Lamb,La Trobe,Vic.,2.12.1972,,13.12.1975,defeated,ALP
323,,Antony Hamilton Lamb,Streeton,Vic.,1.12.1984,,24.3.1990,defeated,ALP
324,,Andrew Charles Laming,Bowman,Qld,9.10.2004,,21.5.2022,retired,LIB
325,,John Vance Langmore,Fraser,ACT,1.12.1984,,6.12.1996,resigned,ALP
326,,Mark William Latham,Werriwa,NSW,29.1.1994,by_election,21.1.2005,resigned,ALP
327,,Michael Hugh Lavarch,Dickson,Qld,17.4.1993,,2.3.1996,defeated,ALP
328,,Michael Hugh Lavarch,Fisher,Qld,11.7.1987,,13.3.1993,elected_elsewhere,ALP
329,,Anthony John Lawler,Parkes,NSW,3.10.1998,,8.10.2001,retired,NPA
330,,Carmen Mary Lawrence,Fremantle,WA,12.3.1994,by_election,17.10.2007,retired,ALP
331,,Michael John Lee,Dobell,NSW,1.12.1984,,10.11.2001,defeated,ALP
332,,Sussan Penelope Ley,Farrer,NSW,10.11.2001,,,still_in_office,LIB
333,,Louis Stuart Lieberman,Indi,Vic.,13.3.1993,,8.10.2001,retired,LIB
334,,Eamon John Lindsay,Herbert,Qld,5.3.1983,,2.3.1996,defeated,ALP
335,,Peter John Lindsay,Herbert,Qld,2.3.1996,,21.8.2010,retired,LIB
336,,Kirsten Fiona Livermore,Capricornia,Qld,3.10.1998,,5.8.2013,resigned,ALP
337,,Bruce Lloyd,Murray,Vic.,20.3.1971,by_election,29.1.1996,retired,NPA
338,,James Eric Lloyd,Robertson,NSW,2.3.1996,,24.11.2007,defeated,LIB
339,,Philip Ernest Lucock,Lyne,NSW,22.3.1952,by_election,19.9.1980,retired,NCP
340,,Stephen Augustus Lusher,Hume,NSW,18.5.1974,,1.12.1984,defeated,NPA
341,,Phillip Reginald (later Sir Phillip) Lynch,Flinders,Vic.,26.11.1966,,22.10.1982,resigned,LIB
342,,Ian Elgin Macfarlane,Groom,Qld,3.10.1998,,9.5.2016,retired,LIB
343,,Edward Carrington Mack,North Sydney,NSW,24.3.1990,,29.1.1996,retired,IND
344,,Michael John Randal Mackellar,Warringah,NSW,25.10.1969,,18.2.1994,resigned,LIB
345,,Alexander John Mackenzie,Calare,NSW,13.12.1975,,5.3.1983,defeated,NPA
346,,Jennifer Louise Macklin,Jagajaga,Vic.,2.3.1996,,18.05.2019,retired,ALP
347,,Ian Malcolm Macphee,Balaclava,Vic.,18.5.1974,,1.12.1984,elected_elsewhere,LIB
348,,Ian Malcolm Macphee,Goldstein,Vic.,1.12.1984,,19.2.1990,retired,LIB
349,,Michael John Maher,Lowe,NSW,13.3.1982,by_election,11.7.1987,defeated,ALP
350,,Paul Marek,Capricornia,Qld,2.3.1996,,3.10.1998,defeated,NPA
351,,Nola Bethwyn Marino,Forrest,WA,24.11.2007,,3.5.2025,retired,LIB
352,,Louise Elizabeth Markus,Greenway,NSW,9.10.2004,,21.8.2010,elected_elsewhere,LIB
353,,Richard Donald Marles,Corio,Vic,24.11.2007,,,still_in_office,ALP
354,,Stephen Paul Martin,Cunningham,NSW,13.3.1993,,4.5.1993,changed_party,ALP
355,,Stephen Paul Martin,Macarthur,NSW,1.12.1984,,13.3.1993,elected_elsewhere,ALP
356,,Vincent Joseph Martin,Banks,NSW,25.10.1969,,19.9.1980,retired,ALP
357,,John Raymond Martyr,Swan,WA,13.12.1975,,18.10.1980,defeated,LIB
358,,Margaret Ann May,McPherson,Qld,3.10.1998,,21.8.2010,retired,LIB
359,,Helen Mayer,Chisholm,Vic.,5.3.1983,,11.7.1987,defeated,ALP
360,,Fergus Stewart McArthur,Corangamite,Vic.,18.2.1984,by_election,24.11.2007,defeated,LIB
361,,Robert Bruce McClelland,Barton,NSW,2.3.1996,,5.8.2013,resigned,ALP
362,,Graeme Robert McDougall,Griffith,Qld,2.3.1996,,3.10.1998,defeated,LIB
363,,Jann Sonya McFarlane,Stirling,WA,3.10.1998,,9.10.2004,defeated,ALP
364,,Peter John McGauran,Gippsland,Vic.,5.3.1983,,9.4.2008,retired,NP
365,,Jeannette McHugh,Grayndler,NSW,13.3.1993,,29.1.1996,retired,ALP
366,,Jeannette McHugh,Phillip,NSW,5.3.1983,,13.3.1993,elected_elsewhere,ALP
367,,Maxine Margaret McKew,Bennelong,NSW,24.11.2007,,21.8.2010,defeated,ALP
368,,Ian Murray McLachlan,Barker,SA,24.3.1990,,31.8.1998,retired,LIB
369,,Ross Malcolm McLean,Perth,WA,13.12.1975,,5.3.1983,defeated,LIB
370,,John Elden McLeay,Boothby,SA,26.11.1966,,22.1.1981,resigned,LIB
371,,Leo Boyce McLeay,Grayndler,NSW,23.6.1979,by_election,29.8.1989,changed_party,ALP
372,,Leo Boyce McLeay,Watson,NSW,13.3.1993,,4.5.1993,changed_party,SPK
373,,James Leslie McMahon,Sydney,NSW,13.12.1975,,4.2.1983,retired,ALP
374,,William (later Sir William) McMahon,Lowe,NSW,10.12.1949,,4.1.1982,resigned,LIB
375,,Robert Francis McMullan,Fraser,ACT,3.10.1998,,21.8.2010,retired,ALP
376,,Daniel Thomas McVeigh,Darling Downs,Qld,2.12.1972,,1.12.1984,elected_elsewhere,NPA
377,,Daniel Thomas McVeigh,Groom,Qld,1.12.1984,,29.2.1988,resigned,NPA
378,,Daryl Melham,Banks,NSW,24.3.1990,,7.9.2013,defeated,ALP
379,,John Barry Mildren,Ballarat,Vic.,18.10.1980,,24.3.1990,defeated,ALP
380,,Christopher Gordon Miles,Braddon,Tas.,1.12.1984,,3.10.1998,defeated,LIB
381,,Percival Clarence Millar,Wide Bay,Qld,18.5.1974,,19.2.1990,retired,NPA
382,,Peter Milton,La Trobe,Vic.,18.10.1980,,24.3.1990,defeated,ALP
383,,Sophie Mirabella,Indi,Vic.,10.11.2001,,7.9.2013,defeated,LIB
384,,John Colinton Moore,Ryan,Qld,13.12.1975,,5.2.2001,resigned,LIB
385,,Allan Agapitos Morris,Newcastle,NSW,5.3.1983,,8.10.2001,retired,ALP
386,,Peter Frederick Morris,Shortland,NSW,2.12.1972,,31.8.1998,retired,ALP
387,,William Lawrence Morrison,St George,NSW,18.10.1980,,26.10.1984,retired,ALP
388,,Scott John Morrison,Cook,NSW,24.11.2007,,28.2.2024,resigned,LIB
389,,Frank William Mossfield,Greenway,NSW,2.3.1996,,31.8.2004,retired,ALP
390,,John Graham Mountford,Banks,NSW,18.10.1980,,19.2.1990,retired,ALP
391,,Judith Eleanor Moylan,Pearce,WA,13.3.1993,,5.8.2013,retired,LIB
392,,John Paul Murphy,Lowe,NSW,3.10.1998,,21.8.2010,elected_elsewhere,ALP
393,,Stephen Bruce Mutch,Cook,NSW,2.3.1996,,31.8.1998,retired,LIB
394,,Gary Roy Nairn,Eden-Monaro,NSW,2.3.1996,,24.11.2007,defeated,LIB
395,,Belinda Jane Neal,Robertson,NSW,24.11.2007,,21.8.2010,retired,ALP
396,,Garry Barr Nehl,Cowper,NSW,1.12.1984,,30.4.1996,changed_party,NPA
397,,Garry Barr Nehl,Cowper,NSW,30.4.1996,changed_party,8.10.2001,retired,CWM
398,,Maurice James Neil,St George,NSW,13.12.1975,,18.10.1980,defeated,LIB
399,,Brendan John Nelson,Bradfield,NSW,2.3.1996,,19.10.2009,resigned,LIB
400,,Shayne Kenneth Neumann,Blair,Qld,24.11.2007,,,still_in_office,ALP
401,,Paul Christopher Neville,Hinkler,Qld,13.3.1993,,5.8.2013,retired,NP
402,,Neville Joseph Newell,Richmond,NSW,24.3.1990,,2.3.1996,defeated,ALP
403,,Kevin Eugene Newman,Bass,Tas.,28.6.1975,by_election,26.10.1984,retired,LIB
404,,Peter James Nixon,Gippsland,Vic.,9.12.1961,,4.2.1983,retired,NPA
405,,Peter Edward Nugent,Aston,Vic.,24.3.1990,,24.4.2001,died,LIB
406,,Michelle Anne O'Byrne,Bass,Tas.,3.10.1998,,9.10.2004,defeated,ALP
407,,Brendan Patrick O'Connor,Burke,Vic.,10.11.2001,,9.10.2004,elected_elsewhere,ALP
408,,Brendan Patrick O'Connor,Gorton,Vic.,9.10.2004,,3.5.2025,retired,ALP
409,,Gavan Michael O'Connor,Corio,Vic.,13.3.1993,,24.11.2007,defeated,ALP
410,,Frank Lionel O'Keefe,Paterson,NSW,25.10.1969,,26.10.1984,retired,NPA
411,,Neil Patrick O'Keefe,Burke,Vic.,1.12.1984,,8.10.2001,retired,ALP
412,,Lloyd Reginald Terrence O'Neil,Grey,SA,5.3.1983,,8.2.1993,retired,ALP
413,,Michael Keith Organ,Cunningham,NSW,19.10.2002,by_election,9.10.2004,defeated,GRN
414,,Julie Ann Owens,Parramatta,NSW,9.10.2004,,21.5.2022,retired,ALP
415,,Melissa Parke,Fremantle,WA,24.11.2007,,9.5.2016,retired,ALP
416,,Andrew Sharp Peacock,Kooyong,Vic.,2.4.1966,by_election,17.9.1994,resigned,LIB
417,,Christopher John Pearce,Aston,Vic.,14.7.2001,by_election,21.8.2010,retired,LIB
418,,Graham Douglas Perrett,Moreton,Qld,24.11.2007,,3.5.2025,retired,ALP
419,,Tanya Joan Plibersek,Sydney,NSW,3.10.1998,,,still_in_office,ALP
420,,Reginald Thomas Pollard,Ballarat,Vic.,23.10.1937,,10.12.1949,elected_elsewhere,ALP
421,,Reginald Thomas Pollard,Lalor,Vic.,10.12.1949,,26.11.1966,defeated,ALP
422,,James Robert Porter,Barker,SA,13.12.1975,,19.2.1990,retired,LIB
423,,Michael Philip Pratt,Adelaide,SA,6.2.1988,by_election,24.3.1990,defeated,LIB
424,,Leo Roger Spurway Price,Chifley,NSW,1.12.1984,,21.8.2010,retired,ALP
425,,Geoffrey Daniel Prosser,Forrest,WA,11.7.1987,,17.10.2007,retired,LIB
426,,Gary Francis Punch,Barton,NSW,5.3.1983,,29.1.1996,retired,ALP
427,,Christopher Maurice Pyne,Sturt,SA,13.3.1993,,18.05.2019,retired,LIB
428,,Harry Vernon Quick,Franklin,Tas.,13.3.1993,,17.10.2007,retired,IND
429,,Brett Blair Raguse,Forde,Qld,24.11.2007,,21.8.2010,defeated,ALP
430,,Rowan Eric Ramsey,Grey,SA,24.11.2007,,3.5.2025,retired,LIB
431,,Donald James Randall,Canning,WA,10.11.2001,,21.7.2015,died,LIB
432,,Donald James Randall,Swan,WA,2.3.1996,,3.10.1998,defeated,LIB
433,,Kerry Marie Rea,Bonner,Qld,24.11.2007,,21.8.2010,defeated,ALP
434,,John Edward Reeves,Northern Territory,NT,5.3.1983,,1.12.1984,defeated,ALP
435,,Nicholas Bruce Reid,Bendigo,Vic.,24.3.1990,,31.8.1998,retired,LIB
436,,Peter Keaston Reith,Flinders,Vic.,1.12.1984,,8.10.2001,retired,LIB
437,,Peter Keaston Reith,Flinders,Vic.,4.12.1982,by_election,5.3.1983,defeated,LIB
438,,Kym Charles Richardson,Kingston,SA,9.10.2004,,24.11.2007,defeated,LIB
439,,John Peter Riggall,McMillan,Vic.,24.3.1990,,13.3.1993,defeated,LIB
440,,Bernard Fernando Ripoll,Oxley,Qld,3.10.1998,,9.5.2016,retired,ALP
441,,Amanda Louise Rishworth,Kingston,SA,24.11.2007,,,still_in_office,ALP
442,,Andrew John Robb,Goldstein,Vic.,9.10.2004,,9.5.2016,retired,LIB
443,,Stuart Rowland Robert,Fadden,Qld,24.11.2007,,18.5.2023,resigned,LIB
444,,Eric Laidlaw Robinson,McPherson,Qld,2.12.1972,,7.1.1981,died,LIB
445,,Ian Louis Robinson,Cowper,NSW,30.11.1963,,1.12.1984,elected_elsewhere,NPA
446,,Ian Louis Robinson,Page,NSW,1.12.1984,,24.3.1990,defeated,NPA
447,,Allan Charles Rocher,Curtin,WA,21.2.1981,by_election,3.10.1998,defeated,IND
448,,Michael John Clyde Ronaldson,Ballarat,Vic.,24.3.1990,,8.10.2001,retired,LIB
449,,Nicola Louise Roxon,Gellibrand,Vic.,3.10.1998,,5.8.2013,retired,ALP
450,,Kevin Michael Rudd,Griffith,Qld,3.10.1998,,22.11.2013,resigned,ALP
451,,Philip Maxwell Ruddock,Berowra,NSW,13.3.1993,,9.5.2016,retired,LIB
452,,Philip Maxwell Ruddock,Dundas,NSW,13.12.1975,,13.3.1993,elected_elsewhere,LIB
453,,Philip Maxwell Ruddock,Parramatta,NSW,22.9.1973,by_election,13.12.1975,elected_elsewhere,LIB
454,,Janelle Anne Saffin,Page,NSW,24.11.2007,,7.9.2013,defeated,ALP
455,,Murray Evan Sainsbury,Eden-Monaro,NSW,13.12.1975,,5.3.1983,defeated,LIB
456,,John Saunderson,Aston,Vic.,1.12.1984,,24.3.1990,defeated,ALP
457,,John Saunderson,Deakin,Vic.,5.3.1983,,1.12.1984,elected_elsewhere,ALP
458,,Rodney Weston Sawford,Port Adelaide,SA,26.3.1988,by_election,17.10.2007,retired,ALP
459,,Gordon Glen Denton Scholes,Corio,Vic.,22.7.1967,by_election,8.2.1993,retired,ALP
460,,Albert John Schultz,Hume,NSW,3.10.1998,,5.8.2013,retired,LIB
461,,Concetto Antonio Sciacca,Bowman,Qld,3.10.1998,,9.10.2004,defeated,ALP
462,,Concetto Antonio Sciacca,Bowman,Qld,11.7.1987,,2.3.1996,defeated,ALP
463,,Bruce Craig Scott,Maranoa,Qld,24.3.1990,,09.10.2012,changed_party,NP
464,,John Lyden Scott,Hindmarsh,SA,18.10.1980,,8.2.1993,retired,ALP
465,,Leslie James Scott,Oxley,Qld,8.10.1988,by_election,2.3.1996,defeated,ALP
466,,Patrick Damien Secker,Barker,SA,3.10.1998,,5.8.2013,defeated,LIB
467,,Robert Charles Grant Sercombe,Maribyrnong,Vic.,2.3.1996,,17.10.2007,retired,ALP
468,,Peter Donald Shack,Tangney,WA,1.12.1984,,8.2.1993,retired,LIB
469,,Peter Donald Shack,Tangney,WA,10.12.1977,,5.3.1983,defeated,LIB
470,,John Randall Sharp,Gilmore,NSW,1.12.1984,,13.3.1993,elected_elsewhere,NPA
471,,John Randall Sharp,Hume,NSW,13.3.1993,,31.8.1998,retired,NPA
472,,George William Shaw,Dawson,Qld,30.11.1963,,9.1.1966,died,CP
473,,Roger Francis Shipton,Higgins,Vic.,13.12.1975,,19.2.1990,retired,LIB
474,,James Robert Short,Ballarat,Vic.,13.12.1975,,18.10.1980,defeated,LIB
475,,Leonie Marjorie Short,Ryan,Qld,17.3.2001,by_election,10.11.2001,defeated,ALP
476,,William Richard Shorten,Maribyrnong,Vic,24.11.2007,,20.1.2025,resigned,ALP
477,,Peter Sid Sidebottom,Braddon,Tas.,3.10.1998,,9.10.2004,defeated,ALP
478,,Peter Sid Sidebottom,Braddon,Tas,24.11.2007,,7.9.2013,defeated,ALP
479,,David William Simmons,Calare,NSW,5.3.1983,,29.1.1996,retired,ALP
480,,Barry Douglas Simon,McMillan,Vic.,13.12.1975,,18.10.1980,defeated,LIB
481,,Luke Xavier Linton Simpkins,Cowan,WA,24.11.2007,,2.7.2016,defeated,LIB
482,,Ian McCahon Sinclair,New England,NSW,30.11.1963,,4.3.1998,changed_party,NPA
483,,Peter Neil Slipper,Fisher,Qld,1.12.1984,,11.7.1987,defeated,NPA
484,,Peter Neil Slipper,Fisher,Qld,13.3.1993,,24.11.2011,changed_party,LIB
485,,Anthony Charles Smith,Dickson,Qld,2.3.1996,,3.10.1998,defeated,IND
486,,Anthony David Hawthorn Smith,Casey,Vic.,10.11.2001,,10.08.2015,changed_party,LIB
487,,Silvia Joy Smith,Bass,Tas.,13.3.1993,,2.3.1996,defeated,ALP
488,,Stephen Francis Smith,Perth,WA,13.3.1993,,5.8.2013,retired,ALP
489,,Warwick Leslie Smith,Bass,Tas.,2.3.1996,,3.10.1998,defeated,LIB
490,,Warwick Leslie Smith,Bass,Tas.,1.12.1984,,13.3.1993,defeated,LIB
491,,Brendan Michael Smyth,Canberra,ACT,25.3.1995,by_election,2.3.1996,defeated,LIB
492,,Billy Mackie (later Sir Billy) Snedden,Bruce,Vic.,10.12.1955,,17.2.1976,changed_party,LIB
493,,James Henry Snow,Eden-Monaro,NSW,5.3.1983,,2.3.1996,defeated,ALP
494,,Warren Edward Snowdon,Lingiari,NT,10.11.2001,,21.5.2022,retired,ALP
495,,Warren Edward Snowdon,Northern Territory,NT,11.7.1987,,2.3.1996,defeated,ALP
496,,Warren Edward Snowdon,Northern Territory,NT,3.10.1998,,10.11.2001,elected_elsewhere,ALP
497,,Alexander Michael Somlyay,Fairfax,Qld,24.3.1990,,5.8.2013,retired,LIB
498,,Andrew John Southcott,Boothby,SA,2.3.1996,,9.5.2016,retired,LIB
499,,John Michael Spender,North Sydney,NSW,18.10.1980,,24.3.1990,defeated,LIB
500,,Clair Stuart Roy St,New England,NSW,3.10.1998,,10.11.2001,defeated,NPA
501,,Anthony Allan Staley,Chisholm,Vic.,19.9.1970,by_election,19.9.1980,retired,LIB
502,,Peter Richard Staples,Diamond Valley,Vic.,5.3.1983,,1.12.1984,elected_elsewhere,ALP
503,,Peter Richard Staples,Jagajaga,Vic.,1.12.1984,,29.1.1996,retired,ALP
504,,Alan Peter Steedman,Casey,Vic.,5.3.1983,,1.12.1984,defeated,ALP
505,,Sharman Nancy Stone,Murray,Vic.,2.3.1996,,9.5.2016,retired,LIB
506,,Anthony Austin Street,Corangamite,Vic.,26.11.1966,,18.1.1984,resigned,LIB
507,,Jonathan Harold Sullivan,Longman,Qld,24.11.2007,,21.8.2010,defeated,ALP
508,,Kathryn Jean Martin Sullivan,Moncrieff,Qld,1.12.1984,,8.10.2001,retired,LIB
509,,Wayne Maxwell Swan,Lilley,Qld,13.3.1993,,2.3.1996,defeated,ALP
510,,Wayne Maxwell Swan,Lilley,Qld,3.10.1998,,18.05.2019,retired,ALP
511,,Michael Stuart Symon,Deakin,Vic,24.11.2007,,7.9.2013,defeated,ALP
512,,Grant Ernest John Tambling,Northern Territory,NT,18.10.1980,,5.3.1983,defeated,NPA
513,,Lindsay James Tanner,Melbourne,Vic.,13.3.1993,,21.8.2010,retired,ALP
514,,William Leonard Taylor,Groom,Qld,9.4.1988,by_election,31.8.1998,retired,LIB
515,,Andrew Charles Theophanous,Burke,Vic.,18.10.1980,,1.12.1984,elected_elsewhere,ALP
516,,Andrew Charles Theophanous,Calwell,Vic.,1.12.1984,,10.11.2001,defeated,IND
517,,Cameron Paul Thompson,Blair,Qld,3.10.1998,,24.11.2007,defeated,LIB
518,,Andrew Peter Thomson,Wentworth,NSW,8.4.1995,by_election,8.10.2001,retired,LIB
519,,Craig Robert Thomson,Dobell,NSW,24.11.2007,,29.4.2012,changed_party,ALP
520,,David Scott Thomson,Leichhardt,Qld,13.12.1975,,5.3.1983,defeated,NPA
521,,Kelvin John Thomson,Wills,Vic.,2.3.1996,,9.5.2016,retired,ALP
522,,Kenneth Vincent Ticehurst,Dobell,NSW,10.11.2001,,24.11.2007,defeated,LIB
523,,Robert Edward Tickner,Hughes,NSW,18.2.1984,by_election,2.3.1996,defeated,ALP
524,,David William Tollner,Solomon,NT,10.11.2001,,24.11.2007,defeated,CLP
525,,Chris Allan Trevor,Flynn,Qld,24.11.2007,,21.8.2010,defeated,ALP
526,,Warren Errol Truss,Wide Bay,Qld,24.3.1990,,9.5.2016,retired,NP
527,,Charles Wilson Tuckey,O'Connor,WA,18.10.1980,,21.8.2010,defeated,LIB
528,,Malcolm Bligh Turnbull,Wentworth,NSW,9.10.2004,,31.8.2018,resigned,LIB
529,,James Pearce Turnour,Leichhardt,Qld,24.11.2007,,21.8.2010,defeated,ALP
530,,Thomas Uren,Reid,NSW,22.11.1958,,19.2.1990,retired,ALP
531,,Mark Anthony James Vaile,Lyne,NSW,13.3.1993,,30.7.2008,resigned,NP
532,,Danna Sue Vale,Hughes,NSW,2.3.1996,,21.8.2010,retired,LIB
533,,Maria Vamvakinou,Calwell,Vic.,10.11.2001,,3.5.2025,retired,ALP
534,,Ross Xavier Vasta,Bonner,Qld,9.10.2004,,24.11.2007,defeated,LIB
535,,Robert Ian Viner,Stirling,WA,2.12.1972,,5.3.1983,defeated,LIB
536,,Barry Hugh Wakelin,Grey,SA,13.3.1993,,17.10.2007,retired,LIB
537,,Francis John Walker,Robertson,NSW,24.3.1990,,2.3.1996,defeated,ALP
538,,Laurie George Wallis,Grey,SA,25.10.1969,,4.2.1983,retired,ALP
539,,Malcolm James Washer,Moore,WA,3.10.1998,,5.8.2013,retired,LIB
540,,David John Hopetoun Watson,Forde,Qld,1.12.1984,,11.7.1987,defeated,LIB
541,,Alasdair Paine Webster,Macquarie,NSW,1.12.1984,,13.3.1993,defeated,LIB
542,,Deane McMillan Wells,Petrie,Qld,5.3.1983,,1.12.1984,defeated,ALP
543,,Andrea Gail West,Bowman,Qld,2.3.1996,,3.10.1998,defeated,LIB
544,,Stewart John West,Cunningham,NSW,15.10.1977,by_election,8.2.1993,retired,ALP
545,,Peter Nicholson Duckett White,McPherson,Qld,21.2.1981,by_election,19.2.1990,retired,LIB
546,,Kim Wilkie,Swan,WA,3.10.1998,,24.11.2007,defeated,ALP
547,,Daryl Robert Williams,Tangney,WA,13.3.1993,,31.8.2004,retired,LIB
548,,Ralph Willis,Gellibrand,Vic.,2.12.1972,,31.8.1998,retired,ALP
549,,Ian Bonython Cameron Wilson,Sturt,SA,2.12.1972,,8.2.1993,retired,LIB
550,,Gregory Stuart Wilton,Isaacs,Vic.,2.3.1996,,14.6.2000,died,ALP
551,,Antony Harold Curties Windsor,New England,NSW,10.11.2001,,5.8.2013,retired,IND
552,,Jason Peter Wood,La Trobe,Vic.,9.10.2004,,21.8.2010,defeated,LIB
553,,Harry Francis Woods,Page,NSW,24.3.1990,,2.3.1996,defeated,ALP
554,,Robert Leslie Woods,Lowe,NSW,11.7.1987,,13.3.1993,defeated,LIB
555,,Michael Richard Lewis Wooldridge,Casey,Vic.,3.10.1998,,8.10.2001,retired,LIB
556,,Michael Richard Lewis Wooldridge,Chisholm,Vic.,11.7.1987,,3.10.1998,elected_elsewhere,LIB
557,,Patricia Mary Worth,Adelaide,SA,13.3.1993,,9.10.2004,defeated,LIB
558,,Keith Webb Wright,Capricornia,Qld,1.12.1984,,13.3.1993,defeated,IND
559,,William Yates,Holt,Vic.,13.12.1975,,18.10.1980,defeated,LIB
560,,Michael Jerome Young,Port Adelaide,SA,18.5.1974,,8.2.1988,resigned,ALP
561,,Christian John Zahra,McMillan,Vic.,3.10.1998,,9.10.2004,defeated,ALP
562,,Paul John Zammit,Lowe,NSW,2.3.1996,,3.10.1998,defeated,IND
563,,Antonio Zappia,Makin,SA,24.11.2007,,,still_in_office,ALP
564,,Robert Francis McMullan,Canberra,ACT,2.3.1996,,3.10.1998,elected_elsewhere,ALP
565,,Annette Louise Ellis,Namadgi,ACT,2.3.1996,,3.10.1998,elected_elsewhere,ALP
566,,John Kenneth Cobb,Parkes,NSW,10.11.2001,,24.11.2007,elected_elsewhere,NP
567,,Darren Chester,Gippsland,Vic,28.6.2008,by_election,,still_in_office,NP
568,,Neil Anthony Brown,Menzies,Vic,25.10.1969,,2.12.1972,defeated,LIB
569,,Neil Anthony Brown,Diamond Valley,Vic,13.12.1975,,5.3.1983,defeated,LIB
570,,Neil Anthony Brown,Menzies,Vic,1.12.1984,,25.2.1991,resigned,LIB
571,,Manfred Douglas Cross,Brisbane,Qld,9.12.1961,,13.12.1975,defeated,ALP
572,,Manfred Douglas Cross,Brisbane,Qld,18.10.1980,,19.2.1990,retired,ALP
573,,Billy Mackie (later Sir Billy) Snedden,Bruce,Vic.,17.2.1976,changed_party,21.4.1983,resigned,SPK
574,334,Henry Alfred Jenkins,Scullin,Vic.,21.4.1983,changed_party,20.12.1985,resigned,SPK
575,,Joan Child,Henty,Vic.,11.2.1986,changed_party,29.8.1989,changed_party,SPK
576,,Joan Child,Henty,Vic.,29.8.1989,changed_party,19.2.1990,retired,ALP
577,,Leo Boyce McLeay,Grayndler,NSW,29.8.1989,changed_party,13.3.1993,elected_elsewhere,SPK
578,,Leo Boyce McLeay,Watson,NSW,4.5.1993,changed_party,31.8.2004,retired,ALP
579,,Stephen Paul Martin,Cunningham,NSW,4.5.1993,changed_party,30.4.1996,changed_party,SPK
580,,Stephen Paul Martin,Cunningham,NSW,30.4.1996,changed_party,16.8.2002,resigned,ALP
581,,Robert George Halverson,Casey,Vic.,30.4.1996,changed_party,4.3.1998,changed_party,SPK
582,,Robert George Halverson,Casey,Vic.,4.3.1998,changed_party,31.8.1998,retired,LIB
583,,Ian McCahon Sinclair,New England,NSW,4.3.1998,changed_party,31.8.1998,retired,SPK
584,,John Neil Andrew,Wakefield,SA,10.11.1998,changed_party,31.8.2004,retired,SPK
585,,Robert Oakeshott,Lyne,NSW,6.9.2008,by_election,5.8.2013,retired,IND
586,,Jamie Briggs,Mayo,SA,6.9.2008,by_election,2.7.2016,defeated,LIB
587,,Paul William Fletcher,Bradfield,NSW,5.12.2009,by_election,3.5.2025,retired,LIB
588,,Kelly O'Dwyer,Higgins,Vic.,5.12.2009,by_election,18.05.2019,retired,LIB
589,,John Alexander,Bennelong,NSW,21.8.2010,,11.11.2017,resigned,LIB
590,,George Robert Christensen,Dawson,Qld,21.8.2010,,21.5.2022,retired,NP
591,,Andrew Wilkie,Denison,Tas,21.8.2010,,18.05.2019,elected_elsewhere,IND
592,,Ken O'Dowd,Flynn,Qld,21.8.2010,,21.5.2022,retired,NP
593,,Bert Van Manen,Forde,Qld,21.8.2010,,3.5.2025,defeated,LIB
594,,Ken Wyatt,Hasluck,WA,21.8.2010,,21.5.2022,defeated,LIB
