"The Hon Stephen Smith, MP",28/10/2012,02/04/2013,Deputy Leader of the House
"The Hon Chris Bowen, MP",28/10/2012,02/04/2013,Minister for Immigration and Citizenship
"The Hon Anthony Albanese, MP",28/10/2012,02/04/2013,Minister for Infrastructure and Transport
"The Hon Anthony Albanese, MP",28/10/2012,02/04/2013,Leader of the House
"The Hon Nicola Roxon, MP",28/10/2012,02/04/2013,Attorney-General
"The Hon Nicola Roxon, MP",28/10/2012,02/04/2013,Minister for Emergency Management
"The Hon Jenny Macklin, MP",28/10/2012,02/04/2013,"Minister for Families, Community Services and Indigenous Affairs"
"The Hon Jenny Macklin, MP",28/10/2012,02/04/2013,Minister for Disability Reform
Senator the Hon Bob Carr,28/10/2012,02/04/2013,Minister for Foreign Affairs
"The Hon Tony Burke, MP",28/10/2012,02/04/2013,"Minister for Sustainability, Environment, Water, Population and Communities"
"The Hon Tony Burke, MP",28/10/2012,02/04/2013,Vice-President of the Executive Council
Senator the Hon Penny Wong,28/10/2012,02/04/2013,Minister for Finance and Deregulation
"The Hon Peter Garrett, AM, MP",28/10/2012,02/04/2013,"Minister for School Education, Early Childhood and Youth"
Senator the Hon Joseph Ludwig,28/10/2012,02/04/2013,"Minister for Agriculture, Fisheries and Forestry"
Senator the Hon Joseph Ludwig,28/10/2012,02/04/2013,Minister Assisting on Queensland Floods Recovery
"The Hon Martin Ferguson, MP",28/10/2012,02/04/2013,Minister for Resources and Energy
"The Hon Martin Ferguson, MP",28/10/2012,02/04/2013,Minister for Tourism
"The Hon Dr Craig Emerson, MP",28/10/2012,02/04/2013,Minister for Trade and Competitiveness
"The Hon Dr Craig Emerson, MP",28/10/2012,02/04/2013,Minister Assisting the Prime Minister on Asian Century Policy
"The Hon Greg Combet, AM, MP",28/10/2012,02/04/2013,Minister for Climate Change and Energy Efficiency
"The Hon Greg Combet, AM, MP",28/10/2012,02/04/2013,Minister for Industry and Innovation
"The Hon Tanya Plibersek, MP",28/10/2012,02/04/2013,Minister for Health
"The Hon Bill Shorten, MP",28/10/2012,02/04/2013,Minister for Employment and Workplace Relations
"The Hon Bill Shorten, MP",28/10/2012,02/04/2013,Minister for Financial Services and Superannuation
"The Hon Mark Butler, MP",28/10/2012,02/04/2013,Minister for Mental Health and Ageing
"The Hon Mark Butler, MP",28/10/2012,02/04/2013,Minister for Social Inclusion
"The Hon Mark Butler, MP",28/10/2012,02/04/2013,Minister Assisting the Prime Minister on Mental Health Reform
"The Hon Brendan O'Connor, MP",28/10/2012,02/04/2013,Minister for Housing
"The Hon Brendan O'Connor, MP",28/10/2012,02/04/2013,Minister for Homelessness
"The Hon Brendan O'Connor, MP",28/10/2012,02/04/2013,Minister for Emergency Management
Senator the Hon Kim Carr,28/10/2012,02/04/2013,Minister for Human Services
"The Hon Kate Ellis, MP",28/10/2012,02/04/2013,Minister for Early Childhood and Childcare
"The Hon Kate Ellis, MP",28/10/2012,02/04/2013,Minister for Employment Participation
"The Hon Warren Snowdon, MP",28/10/2012,02/04/2013,Minister for Veterans' Affairs 
"The Hon Warren Snowdon, MP",28/10/2012,02/04/2013,Minister for Defence Science and Personnel
"The Hon Warren Snowdon, MP",28/10/2012,02/04/2013,Minister for Indigenous Health
"The Hon Warren Snowdon, MP",28/10/2012,02/04/2013,Minister Assisting the Prime Minister on the Centenary of ANZAC
"The Hon Gary Gray, AO, MP",28/10/2012,02/04/2013,Special Minister of State
"The Hon Gary Gray, AO, MP",28/10/2012,02/04/2013,Minister for the Public Service and Integrity
"The Hon Jason Clare, MP",28/10/2012,02/04/2013,Minister for Home Affairs 
"The Hon Jason Clare, MP",28/10/2012,02/04/2013,Minister for Justice
"The Hon Jason Clare, MP",28/10/2012,02/04/2013,Minister for Defence Materiel
"The Hon Julie Collins, MP",28/10/2012,02/04/2013,Minister for Community Services 
"The Hon Julie Collins, MP",28/10/2012,02/04/2013,Minister for Indigenous Employment and Economic Development 
"The Hon Julie Collins, MP",28/10/2012,02/04/2013,Minister for the Status of Women
"The Hon David Bradbury, MP",28/10/2012,02/04/2013,Assistant Treasurer 
"The Hon David Bradbury, MP",28/10/2012,02/04/2013,Minister Assisting for Deregulation
Senator the Hon Kate Lundy,28/10/2012,02/04/2013,Minister for Sport 
Senator the Hon Kate Lundy,28/10/2012,02/04/2013,Minister for Multicultural Affairs 
Senator the Hon Kate Lundy,28/10/2012,02/04/2013,Minister Assisting for Industry and Innovation
"The Hon Justine Elliot, MP",28/10/2012,02/04/2013,Parliamentary Secretary for Trade
"The Hon Mike Kelly, AM, MP",28/10/2012,02/04/2013,Parliamentary Secretary for Defence
The Hon Richard Marles,28/10/2012,02/04/2013,Parliamentary Secretary for Foreign Affairs
The Hon Richard Marles,28/10/2012,02/04/2013,Parliamentary Secretary for Pacific Island Affairs
Senator the Hon Jan McLucas,28/10/2012,02/04/2013,Parliamentary Secretary to the Prime Minister
Senator the Hon Jan McLucas,28/10/2012,02/04/2013,Parliamentary Secretary for Disabilities and Carers
Senator the Hon Jacinta Collins,28/10/2012,02/04/2013,Parliamentary Secretary for School Education and Workplace Relations
Senator the Hon Jacinta Collins,28/10/2012,02/04/2013,Manager of Government Business in the Senate
"The Hon Mark Dreyfus, QC, MP",28/10/2012,02/04/2013,Cabinet Secretary
"The Hon Mark Dreyfus, QC, MP",28/10/2012,02/04/2013,Parliamentary Secretary for Climate Change and Energy Efficiency
"The Hon Mark Dreyfus, QC, MP",28/10/2012,02/04/2013,Parliamentary Secretary for Industry and Innovation
Senator the Hon Don Farrell,28/10/2012,02/04/2013,Parliamentary Secretary for Sustainability and Urban Water
Senator the Hon David Feeney,28/10/2012,02/04/2013,Parliamentary Secretary for Defence
"The Hon Catherine King, MP",28/10/2012,02/04/2013,Parliamentary Secretary for Health and Ageing
"The Hon Catherine King, MP",28/10/2012,02/04/2013,Parliamentary Secretary for Infrastructure and Transport
"The Hon Sid Sidebottom, MP",28/10/2012,02/04/2013,"Parliamentary Secretary for Agriculture, Fisheries and Forestry"
"The Hon Bernie Ripoll, MP",28/10/2012,02/04/2013,Parliamentary Secretary to the Treasurer
"The Hon Sharon Bird, MP",28/10/2012,02/04/2013,Parliamentary Secretary for Higher Education and Skills
"The Hon Julia Gillard, MP",02/04/2013,25/03/2013,Prime Minister
"The Hon Wayne Swan, MP",02/04/2013,25/03/2013,Treasurer
"The Hon Wayne Swan, MP",02/04/2013,25/03/2013,Deputy Prime Minister
Senator the Hon Stephen Conroy,02/04/2013,25/03/2013,"Minister for Broadband, Communications and the Digital Economy"
Senator the Hon Stephen Conroy,02/04/2013,25/03/2013,Minister Assisting the Prime Minister on Digital Productivity
Senator the Hon Stephen Conroy,02/04/2013,25/03/2013,Leader of the Government in the Senate
Senator the Hon Penny Wong,02/04/2013,25/03/2013,Minister for Finance and Deregulation
Senator the Hon Penny Wong,02/04/2013,25/03/2013,Deputy Leader of the Government in the Senate
"The Hon Simon Crean, MP",02/04/2013,25/03/2013,"Minister for Regional Australia, Regional Development and Local Government"
"The Hon Simon Crean, MP",02/04/2013,25/03/2013,Minister for the Arts
"The Hon Stephen Smith, MP",02/04/2013,25/03/2013,Minister for Defence
"The Hon Stephen Smith, MP",02/04/2013,25/03/2013,Deputy Leader of the House
"The Hon Chris Bowen, MP",02/04/2013,25/03/2013,"Minister for Tertiary Education, Skills, Science and Research"
"The Hon Chris Bowen, MP",02/04/2013,25/03/2013,Minister for Small Business
"The Hon Anthony Albanese, MP",02/04/2013,25/03/2013,Minister for Infrastructure and Transport
"The Hon Anthony Albanese, MP",02/04/2013,25/03/2013,Leader of the House
"The Hon Mark Dreyfus, QC, MP",02/04/2013,25/03/2013,Attorney-General
"The Hon Mark Dreyfus, QC, MP",02/04/2013,25/03/2013,Minister for Emergency Management
"The Hon Jenny Macklin, MP",02/04/2013,25/03/2013,"Minister for Families, Community Services and Indigenous Affairs"
"The Hon Jenny Macklin, MP",02/04/2013,25/03/2013,Minister for Disability Reform
Senator the Hon Bob Carr,02/04/2013,25/03/2013,Minister for Foreign Affairs
"The Hon Tony Burke, MP",02/04/2013,25/03/2013,"Minister for Sustainability, Environment, Water, Population and Communities"
"The Hon Tony Burke, MP",02/04/2013,25/03/2013,Vice-President of the Executive Council
"The Hon Peter Garrett, AM, MP",02/04/2013,25/03/2013,"Minister for School Education, Early Childhood and Youth"
Senator the Hon Joseph Ludwig,02/04/2013,25/03/2013,"Minister for Agriculture, Fisheries and Forestry"
Senator the Hon Joseph Ludwig,02/04/2013,25/03/2013,Minister Assisting on Queensland Floods Recovery
"The Hon Martin Ferguson, MP",02/04/2013,25/03/2013,Minister for Resources and Energy
"The Hon Martin Ferguson, MP",02/04/2013,25/03/2013,Minister for Tourism
"The Hon Dr Craig Emerson, MP",02/04/2013,25/03/2013,Minister for Trade and Competitiveness
"The Hon Dr Craig Emerson, MP",02/04/2013,25/03/2013,Minister Assisting the Prime Minister on Asian Century Policy
"The Hon Greg Combet, AM, MP",02/04/2013,25/03/2013,Minister for Climate Change and Energy Efficiency
"The Hon Greg Combet, AM, MP",02/04/2013,25/03/2013,Minister for Industry and Innovation
"The Hon Tanya Plibersek, MP",02/04/2013,25/03/2013,Minister for Health
"The Hon Bill Shorten, MP",02/04/2013,25/03/2013,Minister for Employment and Workplace Relations
"The Hon Bill Shorten, MP",02/04/2013,25/03/2013,Minister for Financial Services and Superannuation
"The Hon Mark Butler, MP",02/04/2013,25/03/2013,Minister for Mental Health and Ageing
"The Hon Mark Butler, MP",02/04/2013,25/03/2013,Minister for Social Inclusion
"The Hon Mark Butler, MP",02/04/2013,25/03/2013,Minister for Housing and Homelessness
"The Hon Mark Butler, MP",02/04/2013,25/03/2013,Minister Assisting the Prime Minister on Mental Health Reform
"The Hon Brendan O'Connor, MP",02/04/2013,25/03/2013,Minister for Immigration and Citizenship
Senator the Hon Kim Carr,02/04/2013,25/03/2013,Minister for Human Services
"The Hon Kate Ellis, MP",02/04/2013,25/03/2013,Minister for Early Childhood and Childcare
"The Hon Kate Ellis, MP",02/04/2013,25/03/2013,Minister for Employment Participation
"The Hon Warren Snowdon, MP",02/04/2013,25/03/2013,Minister for Veterans' Affairs 
"The Hon Warren Snowdon, MP",02/04/2013,25/03/2013,Minister for Defence Science and Personnel
"The Hon Warren Snowdon, MP",02/04/2013,25/03/2013,Minister for Indigenous Health
"The Hon Warren Snowdon, MP",02/04/2013,25/03/2013,Minister Assisting the Prime Minister on the Centenary of ANZAC
"The Hon Gary Gray, AO, MP",02/04/2013,25/03/2013,Special Minister of State
"The Hon Gary Gray, AO, MP",02/04/2013,25/03/2013,Minister for the Public Service and Integrity
"The Hon Jason Clare, MP",02/04/2013,25/03/2013,Minister for Home Affairs 
"The Hon Jason Clare, MP",02/04/2013,25/03/2013,Minister for Justice
"The Hon Jason Clare, MP",02/04/2013,25/03/2013,Cabinet Secretary
"The Hon Julie Collins, MP",02/04/2013,25/03/2013,Minister for Community Services 
"The Hon Julie Collins, MP",02/04/2013,25/03/2013,Minister for Indigenous Employment and Economic Development 
"The Hon Julie Collins, MP",02/04/2013,25/03/2013,Minister for the Status of Women
"The Hon David Bradbury, MP",02/04/2013,25/03/2013,Assistant Treasurer 
"The Hon David Bradbury, MP",02/04/2013,25/03/2013,Minister Assisting for Deregulation
Senator the Hon Kate Lundy,02/04/2013,25/03/2013,Minister for Sport 
Senator the Hon Kate Lundy,02/04/2013,25/03/2013,Minister for Multicultural Affairs 
Senator the Hon Kate Lundy,02/04/2013,25/03/2013,Minister Assisting for Industry and Innovation
"The Hon Mike Kelly, AM, MP",02/04/2013,25/03/2013,Minister for Defence Materiel
The Hon Richard Marles,02/04/2013,25/03/2013,Parliamentary Secretary for Foreign Affairs
The Hon Richard Marles,02/04/2013,25/03/2013,Parliamentary Secretary for Pacific Island Affairs
Senator the Hon Jan McLucas,02/04/2013,25/03/2013,Parliamentary Secretary to the Prime Minister
Senator the Hon Jan McLucas,02/04/2013,25/03/2013,Parliamentary Secretary for Disabilities and Carers
Senator the Hon Jacinta Collins,02/04/2013,25/03/2013,Parliamentary Secretary for School Education and Workplace Relations
Senator the Hon Jacinta Collins,02/04/2013,25/03/2013,Manager of Government Business in the Senate
Senator the Hon Don Farrell,02/04/2013,25/03/2013,Parliamentary Secretary for Sustainability and Urban Water
Senator the Hon David Feeney,02/04/2013,25/03/2013,Parliamentary Secretary for Defence
"The Hon Catherine King, MP",02/04/2013,25/03/2013,Parliamentary Secretary for Health and Ageing
"The Hon Catherine King, MP",02/04/2013,25/03/2013,Parliamentary Secretary for Infrastructure and Transport
"The Hon Sid Sidebottom, MP",02/04/2013,25/03/2013,"Parliamentary Secretary for Agriculture, Fisheries and Forestry"
"The Hon Bernie Ripoll, MP",02/04/2013,25/03/2013,Parliamentary Secretary to the Treasurer
"The Hon Sharon Bird, MP",02/04/2013,25/03/2013,Parliamentary Secretary for Higher Education and Skills
"The Hon Yvette D'Ath, MP",02/04/2013,25/03/2013,Parliamentary Secretary for Climate Change and Energy Efficiency
"The Hon Kelvin Thomson, MP",02/04/2013,25/03/2013,Parliamentary Secretary for Trade
The Hon Melissa Parke,02/04/2013,25/03/2013,"Parliamentary Secretary for Mental Health, Homelessness and Social Housing"
"The Hon Julia Gillard, MP",25/03/2013,,Prime Minister
"The Hon Wayne Swan, MP",25/03/2013,,Treasurer
"The Hon Wayne Swan, MP",25/03/2013,,Deputy Prime Minister
Senator the Hon Stephen Conroy,25/03/2013,,"Minister for Broadband, Communications and the Digital Economy"
Senator the Hon Stephen Conroy,25/03/2013,,Minister Assisting the Prime Minister on Digital Productivity
Senator the Hon Stephen Conroy,25/03/2013,,Leader of the Government in the Senate
Senator the Hon Penny Wong,25/03/2013,,Minister for Finance and Deregulation
Senator the Hon Penny Wong,25/03/2013,,Deputy Leader of the Government in the Senate
"The Hon Stephen Smith, MP",25/03/2013,,Minister for Defence
"The Hon Stephen Smith, MP",25/03/2013,,Deputy Leader of the House
"The Hon Anthony Albanese, MP",25/03/2013,,Minister for Infrastructure and Transport
"The Hon Anthony Albanese, MP",25/03/2013,,Leader of the House
"The Hon Mark Dreyfus, QC, MP",25/03/2013,,Attorney-General
"The Hon Mark Dreyfus, QC, MP",25/03/2013,,Minister for Emergency Management
"The Hon Jenny Macklin, MP",25/03/2013,,"Minister for Families, Community Services and Indigenous Affairs"
"The Hon Jenny Macklin, MP",25/03/2013,,Minister for Disability Reform
Senator the Hon Bob Carr,25/03/2013,,Minister for Foreign Affairs
"The Hon Tony Burke, MP",25/03/2013,,"Minister for Sustainability, Environment, Water, Population and Communities"
"The Hon Tony Burke, MP",25/03/2013,,Vice-President of the Executive Council
"The Hon Peter Garrett, AM, MP",25/03/2013,,"Minister for School Education, Early Childhood and Youth"
Senator the Hon Joseph Ludwig,25/03/2013,,"Minister for Agriculture, Fisheries and Forestry"
Senator the Hon Joseph Ludwig,25/03/2013,,Minister Assisting on Queensland Floods Recovery
"The Hon Dr Craig Emerson, MP",25/03/2013,,Minister for Trade and Competitiveness
"The Hon Dr Craig Emerson, MP",25/03/2013,,Minister Assisting the Prime Minister on Asian Century Policy
"The Hon Tanya Plibersek, MP",25/03/2013,,Minister for Health
"The Hon Bill Shorten, MP",25/03/2013,,Minister for Employment and Workplace Relations
"The Hon Bill Shorten, MP",25/03/2013,,Minister for Financial Services and Superannuation
"The Hon Mark Butler, MP",25/03/2013,,Minister for Mental Health and Ageing
"The Hon Mark Butler, MP",25/03/2013,,Minister for Social Inclusion
"The Hon Mark Butler, MP",25/03/2013,,Minister for Housing and Homelessness
"The Hon Mark Butler, MP",25/03/2013,,Minister Assisting the Prime Minister on Mental Health Reform
"The Hon Brendan O'Connor, MP",25/03/2013,,Minister for Immigration and Citizenship
"The Hon Kate Ellis, MP",25/03/2013,,Minister for Early Childhood and Childcare
"The Hon Kate Ellis, MP",25/03/2013,,Minister for Employment Participation
"The Hon Warren Snowdon, MP",25/03/2013,,Minister for Veterans' Affairs 
"The Hon Warren Snowdon, MP",25/03/2013,,Minister for Defence Science and Personnel
"The Hon Warren Snowdon, MP",25/03/2013,,Minister for Indigenous Health
"The Hon Warren Snowdon, MP",25/03/2013,,Minister Assisting the Prime Minister on the Centenary of ANZAC
"The Hon Jason Clare, MP",25/03/2013,,Minister for Home Affairs 
"The Hon Jason Clare, MP",25/03/2013,,Minister for Justice
"The Hon Jason Clare, MP",25/03/2013,,Cabinet Secretary
"The Hon Julie Collins, MP",25/03/2013,,Minister for Community Services 
"The Hon Julie Collins, MP",25/03/2013,,Minister for Indigenous Employment and Economic Development 
"The Hon Julie Collins, MP",25/03/2013,,Minister for the Status of Women
"The Hon David Bradbury, MP",25/03/2013,,Assistant Treasurer 
"The Hon David Bradbury, MP",25/03/2013,,Minister Assisting for Deregulation
Senator the Hon Kate Lundy,25/03/2013,,Minister for Sport 
Senator the Hon Kate Lundy,25/03/2013,,Minister for Multicultural Affairs 
Senator the Hon Kate Lundy,25/03/2013,,Minister Assisting for Industry and Innovation
"The Hon Mike Kelly, AM, MP",25/03/2013,,Minister for Defence Materiel
Senator the Hon Jacinta Collins,25/03/2013,,Parliamentary Secretary for School Education and Workplace Relations
Senator the Hon Jacinta Collins,25/03/2013,,Manager of Government Business in the Senate
Senator the Hon David Feeney,25/03/2013,,Parliamentary Secretary for Defence
"The Hon Sid Sidebottom, MP",25/03/2013,,"Parliamentary Secretary for Agriculture, Fisheries and Forestry"
"The Hon Yvette D'Ath, MP",25/03/2013,,Parliamentary Secretary for Climate Change and Energy Efficiency
"The Hon Kelvin Thomson, MP",25/03/2013,,Parliamentary Secretary for Trade
The Hon Melissa Parke,25/03/2013,,"Parliamentary Secretary for Mental Health, Homelessness and Social Housing"
"The Hon Gary Gray, AO, MP",25/03/2013,,Minister for Resources and Energy
"The Hon Gary Gray, AO, MP",25/03/2013,,Minister for Tourism
"The Hon Gary Gray, AO, MP",25/03/2013,,Minister for Small Business
Mark Dreyfus,25/03/2013,,Special Minister of State
Mark Dreyfus,25/03/2013,,Minister for the Public Service and Integrity
"The Hon Tony Burke, MP",25/03/2013,,Minister for the Arts
"The Hon Dr Craig Emerson, MP",25/03/2013,,"Minister for Tertiary Education, Skills, Science and Research."
Amanda Rishworth,25/03/2013,,Parliamentary Secretary for Sustainability and Urban Water
Andrew Leigh,25/03/2013,,Parliamentary Secretary to the Prime Minister
Amanda Rishworth,25/03/2013,,Parliamentary Secretary for Disabilities and Carers
Senator the Hon Jan McLucas,25/03/2013,,Minister for Human Services
"The Hon Greg Combet, AM, MP",25/03/2013,,"Minister for Climate Change, Industry and Innovation"
Matt Thistlethwaite,25/03/2013,,Parliamentary Secretary for Pacific Island Affairs
Anthony Albanese,25/03/2013,,Minister for Regional Development and Local Government
Shayne Neumann,25/03/2013,,Parliamentary Secretary for Health and Ageing
Bernie Ripoll,25/03/2013,,Parliamentary Secretary for Small Business
"The Hon Catherine King, MP",25/03/2013,,Minister for Road Safety
"The Hon Catherine King, MP",25/03/2013,,"Minister for Regional Services, Local Communities and Territories"
Michael Danby,25/03/2013,,Parliamentary Secretary for Arts
Don Farrell,25/03/2013,,Minister Assisting for Science and Research
Don Farrell,25/03/2013,,Minister Assisting on Tourism
"The Hon Sharon Bird, MP",25/03/2013,,Minister for Higher Education and Skills
Matt Thistlethwaite,25/03/2013,,Parliamentary Secretary for Multicultural Affairs
Shayne Neumann,25/03/2013,,Parliamentary Secretary to the Attorney-General
